Final patched KSP GameData PART inventory: 1439 parts
Source: ModuleManager.ConfigCache

0001 | ALCOR_LanderCapsule | ALCOR Pod(A) | cat=Pods | mass=1.800000 t | bulk=size1 | engines=- | gimbal=- deg | ASET/ALCOR/Part/ALCOR.cfg
0725 | restock-rcs-block-triple-angled-mini-1 | RC-13 RCS Thruster Block | cat=none | mass=0.007500 t | bulk=srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Control/RCS/restock-rcs-block-triple-angled-mini-1.cfg
0726 | restock-rcs-single-mini-1 | RC-1 RCS Linear RCS Port | cat=none | mass=0.002500 t | bulk=srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Control/RCS/restock-rcs-single-mini-1.cfg
0727 | restock-reactionwheel-1875-1 | Medium Reaction Wheel Assembly | cat=Control | mass=0.150000 t | bulk=size1p5 | engines=- | gimbal=- deg | ReStockPlus/Parts/Control/restock-reactionwheel-1875-1.cfg
0728 | restock-reactionwheel-radial-1 | Small Radial Gyroscope | cat=Control | mass=0.030000 t | bulk=srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Control/restock-reactionwheel-radial-1.cfg
0729 | restock-airlock-1 | AL-1 'Lychee' Inflatable Docking Airlock | cat=none | mass=0.200000 t | bulk=size0 | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/0625/restock-airlock-1.cfg
0730 | restock-claw-625-1 | Compact Grabbing Unit Jr. | cat=none | mass=0.030000 t | bulk=size0, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/0625/restock-claw-625-1.cfg
0731 | restock-engineplate-125-1 | EP-12 Engine Plate *DEPRECATED DO NOT USE* | cat=none | mass=0.062500 t | bulk=size1 | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/125/restock-engineplate-125-1.cfg
0732 | restock-engineplate-125-2 | EP-12 Engine Plate | cat=none | mass=0.062000 t | bulk=size1 | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/125/restock-engineplate-125-2.cfg
0733 | restock-decoupler-1875-1 | TD-18 Decoupler | cat=none | mass=0.090000 t | bulk=size1p5 | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/1875/restock-decoupler-1875-1.cfg
0734 | restock-decoupler-1875-truss-1 | TD-18T Truss Decoupler | cat=none | mass=0.080000 t | bulk=size1p5, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/1875/restock-decoupler-1875-truss-1.cfg
0735 | restock-engineplate-1875-1 | EP-18 Engine Plate | cat=none | mass=0.140000 t | bulk=size1p5 | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/1875/restock-engineplate-1875-1.cfg
0736 | restock-separator-1875-1 | TS-18 Separator | cat=none | mass=0.120000 t | bulk=size1p5 | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/1875/restock-separator-1875-1.cfg
0737 | restock-engineplate-25-1 | EP-25 Engine Plate | cat=none | mass=0.250000 t | bulk=size2 | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/25/restock-engineplate-25-1.cfg
0738 | restock-docking-375-1 | Clamp-O-Tron Docking Port 'Grande' | cat=Coupling | mass=0.450000 t | bulk=size3 | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/375/restock-docking-375-1.cfg
0739 | restock-engineplate-375-1 | EP-37 Engine Plate | cat=none | mass=0.580000 t | bulk=size3 | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/375/restock-engineplate-375-1.cfg
0740 | restock-decoupler-5-1 | TD-50 Decoupler | cat=none | mass=0.650000 t | bulk=size4 | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/5/restock-decoupler-5-1.cfg
0741 | restock-engineplate-5-1 | EP-50 Engine Plate | cat=none | mass=1.000000 t | bulk=size4 | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/5/restock-engineplate-5-1.cfg
0742 | restock-separator-5-1 | TS-50 Separator | cat=none | mass=0.850000 t | bulk=size4 | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/5/restock-separator-5-1.cfg
0743 | restock-decoupler-radial-tiny-1 | TT-14 Radial Decoupler | cat=Coupling | mass=0.012500 t | bulk=srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Coupling/radial/restock-decoupler-radial-tiny-1.cfg
0744 | restock-battery-1875-1 | Z-2.5K Rechargeable Battery Bank | cat=Electrical | mass=0.125000 t | bulk=size1p5 | engines=- | gimbal=- deg | ReStockPlus/Parts/Electrical/1875/restock-battery-1875-1.cfg
0745 | restock-battery-375-1 | Z-10K Rechargeable Battery Bank | cat=Electrical | mass=0.500000 t | bulk=size3 | engines=- | gimbal=- deg | ReStockPlus/Parts/Electrical/375/restock-battery-375-1.cfg
0746 | restock-apu-radial-1 | NH-24 Monopropellant APU | cat=Electrical | mass=0.075000 t | bulk=srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Electrical/radial/restock-apu-radial-1.cfg
0747 | restock-engine-les-2 | Launch Escape System Jr. | cat=Utility | mass=0.500000 t | bulk=size0 | engines=LES 200 kN | gimbal=- deg | ReStockPlus/Parts/Engine/0625/restock-engine-les-2.cfg
0748 | restock-engine-torch | Mk-1H 'Torch' Liquid Fuel Engine | cat=Engine | mass=0.290000 t | bulk=size0, srf | engines=MainExhaust 55 kN | gimbal=1 deg | ReStockPlus/Parts/Engine/0625/restock-engine-torch.cfg
0749 | restock-srb-mallet-1 | RT-1 'Mallet' Solid Rocket Booster | cat=none | mass=0.450000 t | bulk=size0, srf | engines=- 115 kN | gimbal=- deg | ReStockPlus/Parts/Engine/0625/restock-srb-mallet-1.cfg
0750 | restock-srb-striker-1 | RT-2 'Striker' Solid Rocket Booster | cat=none | mass=0.450000 t | bulk=size0, srf | engines=- 125 kN | gimbal=- deg | ReStockPlus/Parts/Engine/0625/restock-srb-striker-1.cfg
0751 | restock-engine-125-pug | LV-303 'Pug' Liquid Fuel Engine | cat=Engine | mass=0.200000 t | bulk=size1 | engines=- 25 kN | gimbal=- deg | ReStockPlus/Parts/Engine/125/restock-engine-pug.cfg
0752 | restock-engine-125-valiant | LV-T15 'Valiant' Liquid Fuel Engine | cat=Engine | mass=0.750000 t | bulk=size1 | engines=- 100 kN | gimbal=5 deg | ReStockPlus/Parts/Engine/125/restock-engine-valiant.cfg
0753 | restock-engine-caravel-1 | UR-2 'Caravel' Liquid Fuel Engine | cat=none | mass=2.000000 t | bulk=size1, size1p5, srf | engines=- 510 kN | gimbal=2 deg | ReStockPlus/Parts/Engine/1875/restock-engine-caravel.cfg
0754 | restock-engine-galleon-1 | UR-1 'Galleon' Liquid Fuel Engine | cat=none | mass=5.000000 t | bulk=size1, size1p5, size2, srf | engines=- 1350 kN | gimbal=5 deg | ReStockPlus/Parts/Engine/1875/restock-engine-galleon.cfg
0755 | restock-engine-schnauzer-1 | UR-137 'Schnauzer' Liquid Fuel Engine | cat=none | mass=0.800000 t | bulk=size2, size1p5, size1, srf | engines=- 110 kN | gimbal=3.0 deg | ReStockPlus/Parts/Engine/1875/restock-engine-schnauzer.cfg
0756 | restock-engine-ursa-1 | RK-107 'Ursa' Liquid Fuel Engine | cat=none | mass=1.250000 t | bulk=size1, size1p5, srf | engines=- 260 kN | gimbal=- deg | ReStockPlus/Parts/Engine/1875/restock-engine-ursa.cfg
0757 | restock-srb-anvil-1 | STS-1 'Anvil' Solid Rocket Booster | cat=none | mass=10.000000 t | bulk=size1p5, srf | engines=- 2250 kN | gimbal=3 deg | ReStockPlus/Parts/Engine/1875/restock-srb-anvil.cfg
0758 | restock-srb-castor-1 | TCK-2 'Castor' Solid Rocket Booster | cat=none | mass=8.000000 t | bulk=size1p5, srf | engines=- 1300 kN | gimbal=3 deg | ReStockPlus/Parts/Engine/1875/restock-srb-castor.cfg
0759 | restock-engine-boar | KR-1 'Boar' Liquid Fuel Engine | cat=Engine | mass=3.500000 t | bulk=size2, size1, srf | engines=MainExhaust 1000 kN | gimbal=3 deg | ReStockPlus/Parts/Engine/25/restock-engine-boar.cfg
0760 | restock-engine-cherenkov | LV-N410 'Cherenkov' Atomic Rocket Motor | cat=Engine | mass=12.000000 t | bulk=size2, srf | engines=MainExhaust 300 kN | gimbal=5 deg | ReStockPlus/Parts/Engine/25/restock-engine-cherenkov.cfg
0761 | restock-engine-375-corgi | KR-10A 'Corgi' Liquid Fuel Engine Cluster | cat=Engine | mass=5.250000 t | bulk=size3, size2 | engines=MainExhaust 750 kN | gimbal=4 deg | ReStockPlus/Parts/Engine/375/restock-engine-corgi.cfg
0762 | restock-engine-panda-1 | RK-1 'Trash Panda' Vernier Engine | cat=none | mass=0.180000 t | bulk=srf | engines=- 32 kN | gimbal=22.5 deg | ReStockPlus/Parts/Engine/radial/restock-engine-panda.cfg
0763 | restock-fueltank-sphere-0625-1 | Oscar-O Hemispherical Liquid Fuel Tank | cat=FuelTank | mass=0.011250 t | bulk=size0, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/0625/restock-fuel-tank-sphere-0625-1.cfg
0764 | restock-fuel-tank-0625-1 | Oscar-E Liquid Fuel Tank | cat=FuelTank | mass=0.090000 t | bulk=size0, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/0625/restock-fueltank-0625-1.cfg
0765 | restock-fuel-tank-0625-2 | Oscar-D Liquid Fuel Tank | cat=FuelTank | mass=0.045000 t | bulk=size0, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/0625/restock-fueltank-0625-2.cfg
0766 | restock-fuel-tank-0625-3 | Oscar-C Liquid Fuel Tank | cat=FuelTank | mass=0.022500 t | bulk=size0, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/0625/restock-fueltank-0625-3.cfg
0767 | restock-fuel-tank-0625-5 | Oscar-A Liquid Fuel Tank | cat=FuelTank | mass=0.005625 t | bulk=size0, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/0625/restock-fueltank-0625-4.cfg
0768 | restock-fuel-tank-probe-1 | PRBE-9 Liquid Fuel Tank | cat=FuelTank | mass=0.005625 t | bulk=size0, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/0625/restock-fueltank-probe-1.cfg
0769 | restock-fuel-tank-probe-2 | PRBE-4 Liquid Fuel Tank | cat=FuelTank | mass=0.002812 t | bulk=size0, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/0625/restock-fueltank-probe-2.cfg
0770 | restock-fueltank-sphere-125-1 | FL-T50-R Hemispherical Liquid Fuel Tank | cat=FuelTank | mass=0.062500 t | bulk=size1, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/125/restock-fuel-tank-sphere-125-1.cfg
0771 | restock-fuel-tank-rcs-1875-1 | FL-R4 RCS Fuel Tank | cat=none | mass=0.250000 t | bulk=size1p5, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/1875/restock-fuel-tank-rcs-1875-1.cfg
0772 | restock-fueltank-sphere-1875-1 | FL-TX220-R Hemispherical Liquid Fuel Tank | cat=FuelTank | mass=0.137500 t | bulk=size1p5, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/1875/restock-fuel-tank-sphere-1875-1.cfg
0773 | restock-fueltank-1875-1 | FL-X1800 Liquid Fuel Tank | cat=none | mass=1.125000 t | bulk=size1p5, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/1875/restock-fueltank-1875-1.cfg
0774 | restock-fueltank-1875-2 | FL-X900 Liquid Fuel Tank | cat=none | mass=0.562500 t | bulk=size1p5, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/1875/restock-fueltank-1875-2.cfg
0775 | restock-fueltank-1875-3 | FL-X440 Liquid Fuel Tank | cat=none | mass=0.275000 t | bulk=size1p5, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/1875/restock-fueltank-1875-3.cfg
0776 | restock-fueltank-1875-4 | FL-X220 Liquid Fuel Tank | cat=none | mass=0.137500 t | bulk=size1p5, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/1875/restock-fueltank-1875-4.cfg
0777 | restock-fueltank-1875-soyuz-1 | FL-S1200 Liquid Fuel Tank | cat=none | mass=0.750000 t | bulk=size1p5, srf | engines=- 32 kN | gimbal=- deg | ReStockPlus/Parts/FuelTank/1875/restock-fueltank-1875-soyuz-1.cfg
0778 | restock-fueltank-adapter-1875-0625-1 | FL-XA160-S Fuel Tank Adapter | cat=none | mass=0.100000 t | bulk=size0, size1p5, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/1875/restock-fueltank-adapter-1875-0625-1.cfg
0779 | restock-fueltank-adapter-1875-125-1 | FL-XA600 Fuel Tank Adapter | cat=none | mass=0.375000 t | bulk=size1p5, size1, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/1875/restock-fueltank-adapter-1875-125-1.cfg
0780 | restock-fueltank-adapter-1875-125-2 | FL-XA160 Fuel Tank Adapter | cat=none | mass=0.100000 t | bulk=size1, size1p5, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/1875/restock-fueltank-adapter-1875-125-2.cfg
0781 | restock-fueltank-adapter-25-1875-1 | FL-XA1200 Fuel Tank Adapter | cat=none | mass=0.750000 t | bulk=size1p5, size2, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/1875/restock-fueltank-adapter-25-1875-1.cfg
0782 | restock-fueltank-sphere-25-1 | Rockomax X-200-4R Hemispherical Liquid Fuel Tank | cat=FuelTank | mass=0.500000 t | bulk=size2, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/25/restock-fuel-tank-sphere-25-1.cfg
0783 | restock-fuel-tank-375-4 | Kerbodyne S3-1800 Tank | cat=FuelTank | mass=1.125000 t | bulk=size3, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/375/restock-fuel-tank-375-4.cfg
0784 | restock-fuel-tank-rcs-375-1 | FL-S1 RCS Fuel Tank | cat=FuelTank | mass=0.880000 t | bulk=size3, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/375/restock-fuel-tank-rcs-375-1.cfg
0785 | restock-fueltank-sphere-375-1 | Kerbodyne S3-900R Hemispherical Liquid Fuel Tank | cat=FuelTank | mass=1.125000 t | bulk=size3, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/375/restock-fuel-tank-sphere-375-1.cfg
0786 | restock-nosecone-375-1 | Kerbodyne S3-3600 Nosecone | cat=FuelTank | mass=2.250000 t | bulk=size3, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/375/restock-nosecone-375-1.cfg
0787 | restock-fueltank-5-1 | Kerbodyne SIV-512K Liquid Fuel Tank | cat=none | mass=32.000000 t | bulk=size4, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/5/restock-fueltank-5-1.cfg
0788 | restock-fueltank-5-2 | Kerbodyne SIV-256K Liquid Fuel Tank | cat=none | mass=16.000000 t | bulk=size4, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/5/restock-fueltank-5-2.cfg
0789 | restock-fueltank-5-3 | Kerbodyne SIV-128K Liquid Fuel Tank | cat=none | mass=8.000000 t | bulk=size4, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/5/restock-fueltank-5-3.cfg
0790 | restock-fueltank-5-4 | Kerbodyne SIV-64K Liquid Fuel Tank | cat=none | mass=4.000000 t | bulk=size4, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/5/restock-fueltank-5-4.cfg
0791 | restock-fueltank-adapter-375-5-1 | Kerbodyne SAIV Liquid Fuel Tank Adapter | cat=none | mass=4.000000 t | bulk=size3, size4, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/5/restock-fueltank-adapter-375-5-1.cfg
0792 | restock-fueltank-saturn-engine-1 | Kerbodyne SIV Fuelled Engine Adapter | cat=none | mass=5.625000 t | bulk=size4, size1, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/5/restock-fueltank-saturn-engine-1.cfg
0793 | restock-fuel-tank-rcs-radial-tiny-1 | Stratus-V Miniature Monopropellant Tank | cat=none | mass=0.010000 t | bulk=srf | engines=- | gimbal=- deg | ReStockPlus/Parts/FuelTank/radial/restock-fuel-tank-rcs-radial-tiny-1.cfg
0794 | restock-wheel-1-T | Rovemax Model S2-T | cat=Ground | mass=0.060000 t | bulk=srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Ground/restock-wheel-1-T.cfg
0795 | restock-wheel-4 | Rovemax Model M0 | cat=none | mass=0.040000 t | bulk=srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Ground/restock-wheel-4.cfg
0796 | restock-fairing-base-0625-1 | AE-FF0 Airstream Protective Shell (0.625m) | cat=Payload | mass=0.018750 t | bulk=size0 | engines=- | gimbal=- deg | ReStockPlus/Parts/Payload/0625/restock-fairing-0625-1.cfg
0797 | restock-service-module-125-625-1 | Service Module (1.25m) | cat=none | mass=0.075000 t | bulk=size1, size0 | engines=- | gimbal=- deg | ReStockPlus/Parts/Payload/125/restock-service-module-125-625-1.cfg
0798 | restock-fairing-base-1875-1 | AE-FF1-L Airstream Protective Shell (1.875m) | cat=none | mass=0.150000 t | bulk=size1p5 | engines=- | gimbal=- deg | ReStockPlus/Parts/Payload/1875/restock-fairing-1875-1.cfg
0799 | restock-service-bay-1875-1 | Service Bay (1.875m) | cat=Payload | mass=0.225000 t | bulk=size1p5 | engines=- | gimbal=- deg | ReStockPlus/Parts/Payload/1875/restock-service-bay-1875-1.cfg
0800 | restock-service-module-1875-1 | Service Module (1.875m) | cat=none | mass=0.150000 t | bulk=size1p5 | engines=- | gimbal=- deg | ReStockPlus/Parts/Payload/1875/restock-service-module-1875-1.cfg
0801 | restock-fairing-base-5-1 | AE-FF4 Airstream Protective Shell (5m) | cat=none | mass=0.800000 t | bulk=size4 | engines=- | gimbal=- deg | ReStockPlus/Parts/Payload/5/restock-fairing-5-1.cfg
0802 | restock-oretank-1875-1 | Medium Holding Tank | cat=FuelTank | mass=1.200000 t | bulk=size1p5 | engines=- | gimbal=- deg | ReStockPlus/Parts/Resource/restock-oretank-1875-1.cfg
0803 | restock-oretank-375-1 | Jumbo Holding Tank | cat=FuelTank | mass=4.300000 t | bulk=size3 | engines=- | gimbal=- deg | ReStockPlus/Parts/Resource/restock-oretank-375-1.cfg
0804 | restock-goocanister-625-1 | Mystery Goo™ Inline Containment Unit | cat=Science | mass=0.100000 t | bulk=size0 | engines=- | gimbal=- deg | ReStockPlus/Parts/Science/restock-goocanister-625-1.cfg
0805 | restock-materialbay-radial-1 | SC-9001R Radial Science Jr. | cat=Science | mass=0.200000 t | bulk=srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Science/restock-materialbay-radial-1.cfg
0806 | restock-sciencebox-stack-1 | Experiment Return Unit | cat=Science | mass=0.100000 t | bulk=size0, size1 | engines=- | gimbal=- deg | ReStockPlus/Parts/Science/restock-sciencebox-stack-1.cfg
0807 | restock-structural-tube-125-1 | TB-125 Structural Tube | cat=none | mass=0.075000 t | bulk=size1 | engines=- | gimbal=- deg | ReStockPlus/Parts/Structural/125/restock-structural-tube-125-1.cfg
0808 | restock-adapter-1875-125-1 | FL-XA15 Adapter | cat=Structural | mass=0.060000 t | bulk=size1p5, size1 | engines=- | gimbal=- deg | ReStockPlus/Parts/Structural/1875/restock-adapter-1875-125-1.cfg
0809 | restock-adapter-1875-25-1 | FL-XA30 Adapter | cat=Structural | mass=0.100000 t | bulk=size1p5, size2 | engines=- | gimbal=- deg | ReStockPlus/Parts/Structural/1875/restock-adapter-1875-25-1.cfg
0810 | restock-node-1875-1 | BZ-78 Radial Attachment Point | cat=Structural | mass=0.080000 t | bulk=size1p5, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Structural/1875/restock-node-1875-1.cfg
0811 | restock-structural-tube-1875-1 | TB-1875 Structural Tube | cat=none | mass=0.075000 t | bulk=size1p5 | engines=- | gimbal=- deg | ReStockPlus/Parts/Structural/1875/restock-structural-tube-1875-1.cfg
0812 | restock-structural-tube-25-1 | TB-25 Structural Tube | cat=none | mass=0.075000 t | bulk=size2 | engines=- | gimbal=- deg | ReStockPlus/Parts/Structural/25/restock-structural-tube-25-1.cfg
0813 | restock-adapter-hollow-25-375-1 | Kerbodyne ADTP-2-3A | cat=Structural | mass=0.500000 t | bulk=size3, size2 | engines=- | gimbal=- deg | ReStockPlus/Parts/Structural/375/restock-adapter-hollow-25-375-1.cfg
0814 | restock-adapter-skeletal-25-375-1 | Kerbodyne SKLE-2-3 | cat=Structural | mass=0.350000 t | bulk=size3, size2 | engines=- | gimbal=- deg | ReStockPlus/Parts/Structural/375/restock-adapter-skeletal-25-375-1.cfg
0815 | restock-structural-tube-375-1 | TB-375 Structural Tube | cat=none | mass=0.075000 t | bulk=size3 | engines=- | gimbal=- deg | ReStockPlus/Parts/Structural/375/restock-structural-tube-375-1.cfg
0816 | restock-structural-tube-5-1 | TB-500 Structural Tube | cat=none | mass=0.075000 t | bulk=size4 | engines=- | gimbal=- deg | ReStockPlus/Parts/Structural/5/restock-structural-tube-5-1.cfg
0817 | restock-node-625-1 | BZ-26 Radial Attachment Point Jr. | cat=Structural | mass=0.015000 t | bulk=size0, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Structural/625/restock-node-625-1.cfg
0818 | restock-truss-3 | Modular Girder Segment XXL | cat=Structural | mass=0.750000 t | bulk=size1, srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Structural/radial/restock-truss-3.cfg
0819 | restock-truss-adapter-0625-1 | Modular Girder Small Adapter | cat=Structural | mass=0.125000 t | bulk=size0 | engines=- | gimbal=- deg | ReStockPlus/Parts/Structural/radial/restock-truss-adapter-2.cfg
0820 | restock-truss-hub-1 | Modular Girder Hub | cat=Structural | mass=0.200000 t | bulk=size1 | engines=- | gimbal=- deg | ReStockPlus/Parts/Structural/radial/restock-truss-hub-1.cfg
0821 | restock-ladder-static-2 | Pegasus II Mobility Enhancer | cat=Utility | mass=0.010000 t | bulk=srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Utility/radial/restock-ladder-static-2.cfg
0822 | restock-ladder-static-3 | Pegasus III Mobility Enhancer | cat=Utility | mass=0.020000 t | bulk=srf | engines=- | gimbal=- deg | ReStockPlus/Parts/Utility/radial/restock-ladder-static-3.cfg
0823 | SCANsat_Scanner32 | SCAN Been There Done That® | cat=none | mass=0.030000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/BTDT/BTDT.cfg
0824 | SCANsat_Tracker | SCAN MapTraq® | cat=none | mass=0.030000 t | bulk=None | engines=- | gimbal=- deg | SCANsat/Parts/MapTraq/MapTraq.cfg
0825 | SCANsat_Scanner24 | SCAN Multispectral Sensor | cat=none | mass=0.030000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/MULTI/MULTI.cfg
0826 | SCANsat_Scanner | SCAN RADAR Altimetry Sensor | cat=none | mass=0.030000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/RADAR/RADAR.cfg
0827 | SCANsat_Scanner2 | SCAN SCAN SAR Altimetry Sensor | cat=none | mass=0.030000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/SAR/SAR.cfg
0828 | scansat-exomars-1 | SCAN Been There Done That® | cat=Science | mass=0.020000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/scansat-btdt/scansat-exomars-1.cfg
0829 | scansat-multi-abi-1 | MS-R Enhanced Multispectral Scanner | cat=Science | mass=0.125000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/scansat-multi/scansat-multi-abi-1.cfg
0830 | scansat-multi-modis-1 | MS-1 Multispectral Scanner | cat=Science | mass=0.075000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/scansat-multi/scansat-multi-modis-1.cfg
0831 | scansat-multi-msi-1 | MS-2A Advanced Multispectral Scanner | cat=Science | mass=0.250000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/scansat-multi/scansat-multi-msi-1.cfg
0832 | scansat-radar-poseidon-3b-1 | R-3B Radar Altimeter | cat=Science | mass=0.075000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/scansat-radar/scansat-radar-poseidon-3b-1.cfg
0833 | scansat-radar-seasat-1 | R-EO-1 Radar Antenna | cat=Science | mass=0.125000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/scansat-radar/scansat-radar-seasat-1.cfg
0834 | scansat-recon-ikonos-1 | VS-1 High Resolution Imager | cat=Science | mass=0.050000 t | bulk=srf, size0 | engines=- | gimbal=- deg | SCANsat/Parts/scansat-recon/scansat-recon-ikonos-1.cfg
0835 | scansat-recon-kh11-1 | VS-11 Classified Reconnaissance Imager | cat=Science | mass=1.750000 t | bulk=srf, size1p5 | engines=- | gimbal=- deg | SCANsat/Parts/scansat-recon/scansat-recon-kh11-1.cfg
0836 | scansat-recon-worldview-3-1 | VS-3 Advanced High Resolution Imager | cat=Science | mass=0.300000 t | bulk=size1, srf | engines=- | gimbal=- deg | SCANsat/Parts/scansat-recon/scansat-recon-worldview-3-1.cfg
0837 | scansat-resources-crism-1 | SCAN-R Resource Mapper | cat=Science | mass=0.100000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/scansat-resources/scansat-resources-crism-1.cfg
0838 | scansat-resources-hyperion-1 | SCAN-RX Hyperspectral Resource Mapper | cat=Science | mass=0.500000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/scansat-resources/scansat-resources-hyperion-1.cfg
0839 | scansat-resources-mise-1 | SCAN-R2 Advanced Resource Mapper | cat=Science | mass=0.275000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/scansat-resources/scansat-resources-mise-1.cfg
0840 | scansat-sar-paz-1 | SAR-X Antenna | cat=Science | mass=0.180000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/scansat-sar/scansat-sar-paz-1.cfg
0841 | scansat-sar-radarsat-2-1 | SAR-C Antenna | cat=Science | mass=0.400000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/scansat-sar/scansat-sar-radarsat-2-1.cfg
0842 | scansat-sar-tandem-l-1 | SAR-L Antenna | cat=Science | mass=0.800000 t | bulk=srf | engines=- | gimbal=- deg | SCANsat/Parts/scansat-sar/scansat-sar-tandem-l-1.cfg
0843 | noseCone | Aerodynamic Nose Cone | cat=Aero | mass=0.030000 t | bulk=size1 | engines=- | gimbal=- deg | Squad/Parts/Aero/aerodynamicNoseCone/aerodynamicNoseCone.cfg
0844 | airbrake1 | A.I.R.B.R.A.K.E.S | cat=Aero | mass=0.050000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/airbrake/Airbrake.cfg
0845 | airScoop | XM-G50 Radial Air Intake | cat=Aero | mass=0.020000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/airIntakeRadialXM-G50/airIntakeRadialXM-G50.cfg
0846 | airlinerCtrlSrf | FAT-455 Aeroplane Control Surface | cat=Aero | mass=0.170000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/airlinerWings/ControlSurface.cfg
0847 | airlinerMainWing | FAT-455 Aeroplane Main Wing | cat=Aero | mass=0.780000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/airlinerWings/MainWing.cfg
0848 | airlinerTailFin | FAT-455 Aeroplane Tail Fin | cat=Aero | mass=0.360000 t | bulk=srf | engines=- | gimbal=- deg | Squad/Parts/Aero/airlinerWings/TailFin.cfg
